rowid,variable,value,x,y
rbpms2a,s4d.mecpM6,0.404844062127903,12,445
slc6a1a,s4d.mecpM6,-1.032899305341119,12,2202
kcnk10b,s4d.mecpM6,-1.9636000131726372,12,2296
chchd6b,s4d.mecpM6,0.7126264280802942,12,816
zgc.153704,s4d.mecpM6,-0.7740386564020911,12,NA
cacng6b,s4d.mecpM6,-0.256486412142594,12,1344
ebp,s4d.mecpM6,0.8110096244977585,12,758
dynlt3,s4d.mecpM6,0.7908266542990934,12,805
zgc.112038,s4d.mecpM6,1.9445770846625734,12,NA
slc7a10b,s4d.mecpM6,-0.9106395582099865,12,2225
tigara,s4d.mecpM6,1.0731590090106355,12,465
CABZ01080568.1,s4d.mecpM6,1.1522460509674506,12,1052
CU469568.1,s4d.mecpM6,0.8761246976611586,12,537
swap70a,s4d.mecpM6,0.6951435743548013,12,619
pkp3a,s4d.mecpM6,-0.20847127536128818,12,1563
ist1,s4d.mecpM6,1.3126354239369877,12,647
prmt7,s4d.mecpM6,2.4027548330329282,12,1103
slc14a2,s4d.mecpM6,1.279165228045501,12,696
ccnb1,s4d.mecpM6,-0.8919906404052268,12,1487
cyb5r2,s4d.mecpM6,0.19142669354029343,12,747
ythdc1,s4d.mecpM6,-0.6511027240085285,12,1936
selenom,s4d.mecpM6,0.8332235089315643,12,610
ggt5a,s4d.mecpM6,0.9914572835733085,12,555
rag1,s4d.mecpM6,-1.2632129435982027,12,2380
pbx4,s4d.mecpM6,1.3334524154378748,12,256
lrrc8ab,s4d.mecpM6,0.2889267368623104,12,385
uap1,s4d.mecpM6,0.8648847201428167,12,177
c3a.3,s4d.mecpM6,-0.8962542202546063,12,2326
btr02,s4d.mecpM6,0.7199821743577527,12,283
alkbh4,s4d.mecpM6,1.1358714712466733,12,605
ociad2,s4d.mecpM6,1.721903089036831,12,612
tbl3,s4d.mecpM6,0.8250135734515346,12,1049
crfb12,s4d.mecpM6,-0.5248623216526916,12,1791
syngr2a,s4d.mecpM6,1.1966937403280826,12,1274
pdcd11,s4d.mecpM6,1.8417309716475159,12,1047
cenpi,s4d.mecpM6,-1.0435468240604653,12,2017
fam210b,s4d.mecpM6,-1.0670762483196419,12,1369
prim2,s4d.mecpM6,-1.0251241312849617,12,1506
hmgcra,s4d.mecpM6,0.6509438201073762,12,917
zgc.153932,s4d.mecpM6,2.455697135070876,12,NA
znf532,s4d.mecpM6,-0.3497705394019686,12,2146
kcnk3b,s4d.mecpM6,1.8287274745589985,12,708
si.ch211.202f3.3,s4d.mecpM6,0.315658357693864,12,NA
mbnl1,s4d.mecpM6,0.37092545667704724,12,447
mthfr,s4d.mecpM6,0.9067936803414633,12,87
b3gnt7l,s4d.mecpM6,1.8312590306760066,12,149
b2m,s4d.mecpM6,0.2688797653839417,12,2347
alg3,s4d.mecpM6,0.8468822265357944,12,1799
tmprss3a,s4d.mecpM6,-0.7193984652640791,12,1382
eif3jb,s4d.mecpM6,1.6375737821753238,12,247
cdkn2aipnl,s4d.mecpM6,1.650059061871804,12,126
myl2b,s4d.mecpM6,-0.340443464862417,12,1431
si.ch211.251f6.6,s4d.mecpM6,2.2245181203277564,12,NA
lipca,s4d.mecpM6,-1.255201016540198,12,1353
aldh6a1,s4d.mecpM6,-0.3008986713947068,12,1969
wdr76,s4d.mecpM6,-0.7513851080328696,12,2074
rtkn2a,s4d.mecpM6,0.04247726186684963,12,1846
foxb1b,s4d.mecpM6,-0.26877834499977266,12,1257
dcdc2b,s4d.mecpM6,0.9370548458460994,12,1787
si.dkey.187j14.4,s4d.mecpM6,1.7555509355818784,12,NA
si.ch211.284o19.8,s4d.mecpM6,0.2334243547268222,12,NA
slc13a2,s4d.mecpM6,0.07489411997223698,12,1688
tmem62,s4d.mecpM6,0.9178510112290095,12,1137
opn4b,s4d.mecpM6,1.0284665925522036,12,915
cdc42ep2,s4d.mecpM6,-0.2307391692786911,12,1960
fetub,s4d.mecpM6,-0.30275687740174073,12,2315
hmgb2b,s4d.mecpM6,-0.9712019903525351,12,1557
h1.10,s4d.mecpM6,0.9510043046424991,12,NA
pof1b,s4d.mecpM6,-0.583348317092445,12,1522
arpc4,s4d.mecpM6,0.8498397106930069,12,817
slc26a6l,s4d.mecpM6,1.8189343425558746,12,1135
zgc.113625,s4d.mecpM6,0.8636046432035526,12,NA
mrps17,s4d.mecpM6,1.3100231051345934,12,560
fbxl8,s4d.mecpM6,0.3846648941013569,12,39
slc66a3,s4d.mecpM6,1.0395768800314846,12,2
nat10,s4d.mecpM6,1.834765838868745,12,1084
slc38a6,s4d.mecpM6,0.5593548570016066,12,373
rpe65c,s4d.mecpM6,0.8450780105279018,12,417
ccdc43,s4d.mecpM6,1.7008070221194242,12,1086
imp4,s4d.mecpM6,1.7585308060581162,12,995
cox6a2,s4d.mecpM6,-1.4109408322005166,12,1309
cnot6l,s4d.mecpM6,0.4982858886891384,12,810
cldni,s4d.mecpM6,1.6045886857829341,12,684
rac1l,s4d.mecpM6,0.7079627854048328,12,9
prkg2,s4d.mecpM6,-0.1854782084610451,12,1778
hs6st1a,s4d.mecpM6,-0.818848380204215,12,2172
ms4a17a.16,s4d.mecpM6,0.04858842444512522,12,1875
zgc.110540,s4d.mecpM6,-1.0435628418204614,12,NA
eef2kmt,s4d.mecpM6,2.6067589032768517,12,602
ebna1bp2,s4d.mecpM6,1.6217526257929011,12,1116
itih3a,s4d.mecpM6,-0.2526730064895515,12,2336
casp3b,s4d.mecpM6,1.7744356201933078,12,897
prdx5,s4d.mecpM6,0.08792408574450612,12,2090
fam184b,s4d.mecpM6,-0.6996465836193438,12,1910
cxcl12b,s4d.mecpM6,-0.5526924630932937,12,1427
cenpf,s4d.mecpM6,-0.8122444186285814,12,1626
ablim2,s4d.mecpM6,-0.6595688144564075,12,2175
zmp.0000000650,s4d.mecpM6,-0.33162346545502297,12,NA
si.ch1073.358c10.1,s4d.mecpM6,-0.3646913797725823,12,NA
mcmbp,s4d.mecpM6,0.9650675354018382,12,82
slc16a13,s4d.mecpM6,1.5555070159416704,12,63
si.dkey.25e12.3,s4d.mecpM6,2.340997153629475,12,NA
zgc.163121,s4d.mecpM6,0.31950138906254183,12,NA
si.ch211.212k18.7,s4d.mecpM6,1.4856528555830284,12,NA
ypel3,s4d.mecpM6,-0.8487044324551684,12,1943
epdl2,s4d.mecpM6,-1.180435100528969,12,1650
npat,s4d.mecpM6,-0.533413597699329,12,1939
dvl1b,s4d.mecpM6,-1.046880847712724,12,1952
c1galt1b,s4d.mecpM6,1.907239589835631,12,683
mastl,s4d.mecpM6,-0.9127818529896242,12,1869
s100t,s4d.mecpM6,0.6832969574198532,12,338
capn2b,s4d.mecpM6,0.039290048807479876,12,1564
exoc2,s4d.mecpM6,-0.274453889885099,12,1937
ruvbl2,s4d.mecpM6,-0.23975443578939626,12,2126
si.ch211.217a12.1,s4d.mecpM6,2.150674360543931,12,NA
pdzd3b,s4d.mecpM6,1.0374828695397753,12,1235
hsp70l,s4d.mecpM6,-0.4765011217330722,12,1367
srm,s4d.mecpM6,1.8062447919796683,12,91
arhgef1b,s4d.mecpM6,1.9433719161041847,12,1000
msmo1,s4d.mecpM6,0.2195533521288999,12,756
itga6l,s4d.mecpM6,-0.1018793717560837,12,2312
slc22a7a,s4d.mecpM6,0.7021215419213452,12,534
noxa1,s4d.mecpM6,2.7316067046158414,12,960
syt11b,s4d.mecpM6,-0.9272387706050625,12,2040
hspd1,s4d.mecpM6,2.0194851265599008,12,1076
nr2c2ap,s4d.mecpM6,0.3317206807520599,12,1183
ncam1a,s4d.mecpM6,-0.3275965554011804,12,2214
atpaf2,s4d.mecpM6,0.9405232696169635,12,827
szrd1,s4d.mecpM6,1.3147380977788328,12,253
stk31,s4d.mecpM6,-1.5206621304025754,12,1675
mpv17l2,s4d.mecpM6,1.9907646458944332,12,1108
ankrd37,s4d.mecpM6,0.4524137535871669,12,1681
auts2a,s4d.mecpM6,0.14801963530387222,12,358
ccdc125,s4d.mecpM6,0.42120635740880713,12,331
crp2,s4d.mecpM6,-1.3045875675077665,12,1321
tango2,s4d.mecpM6,2.312662272785628,12,885
papss2b,s4d.mecpM6,1.3225230737004114,12,632
cybb,s4d.mecpM6,-0.15288025381329814,12,2327
ctcf,s4d.mecpM6,0.0021140180204989906,12,1981
cxcl14,s4d.mecpM6,0.9791904779328894,12,35
pir,s4d.mecpM6,-0.10483255151973772,12,340
stc2a,s4d.mecpM6,1.0024389784927437,12,46
dctn1b,s4d.mecpM6,-0.9820885611766358,12,2231
slc39a8,s4d.mecpM6,1.1159587948087606,12,1599
itgb3a,s4d.mecpM6,1.9404755384013503,12,670
gpr37l1b,s4d.mecpM6,-1.4729741389166275,12,2046
ap1s1,s4d.mecpM6,2.017168465766783,12,801
zmp.0000000662,s4d.mecpM6,0.7387526964909067,12,NA
svopa,s4d.mecpM6,-0.6084100961986351,12,2110
and3,s4d.mecpM6,0.08390851783331456,12,360
vamp2,s4d.mecpM6,-0.9571936161115098,12,2206
dnah5l,s4d.mecpM6,0.17366593873339728,12,1785
emg1,s4d.mecpM6,1.632739885492332,12,490
lhx9,s4d.mecpM6,-1.26574491767242,12,2023
si.dkey.154b15.1,s4d.mecpM6,0.9181100883824055,12,NA
cadm3,s4d.mecpM6,-1.059832705594087,12,2209
cdc14ab,s4d.mecpM6,-0.1397414800613369,12,2176
ppm1nb,s4d.mecpM6,-0.9184163744231099,12,1705
nle1,s4d.mecpM6,1.8454267258884396,12,1081
si.dkey.30k6.5,s4d.mecpM6,-0.08051822381188717,12,NA
alox5a,s4d.mecpM6,-1.2872661762035473,12,2342
e2f8,s4d.mecpM6,-0.25239739639706416,12,1480
elovl8b,s4d.mecpM6,1.2088759147831862,12,1200
rps8b,s4d.mecpM6,-0.4233909315090395,12,2084
phb,s4d.mecpM6,1.5547631811123406,12,1060
itpa,s4d.mecpM6,1.0986790748762612,12,539
pnp4a,s4d.mecpM6,-1.402987560877837,12,1633
si.ch1073.396h14.1,s4d.mecpM6,0.8214447318905973,12,NA
dhx57,s4d.mecpM6,1.5011562820191768,12,212
foxj2,s4d.mecpM6,0.8183222161810599,12,779
mrps31,s4d.mecpM6,1.3073790784800396,12,570
p3h3,s4d.mecpM6,0.003205513756753852,12,1521
si.dkey.33c12.3,s4d.mecpM6,-0.971125838828677,12,NA
zgc.114174,s4d.mecpM6,0.2890703658606658,12,NA
zgc.114081,s4d.mecpM6,-1.1138337640341531,12,NA
zgc.86709,s4d.mecpM6,1.6127706982005847,12,NA
ccdc136b,s4d.mecpM6,-0.9457899242144103,12,2210
kitlgb,s4d.mecpM6,0.4531042000520243,12,1516
serping1,s4d.mecpM6,-0.48132204974102444,12,2283
si.ch211.153b23.5,s4d.mecpM6,1.9891965040141644,12,NA
il17ra1a,s4d.mecpM6,1.4134468431178384,12,300
cysltr1,s4d.mecpM6,0.6632159348442993,12,1203
si.dkeyp.77h1.4,s4d.mecpM6,-0.6514133176106115,12,NA
timm13,s4d.mecpM6,1.651103330927382,12,578
sh3bgrl,s4d.mecpM6,0.9475710608361462,12,49
tmbim1a,s4d.mecpM6,1.8660617703931206,12,655
casp8,s4d.mecpM6,1.338547755985637,12,565
slc25a22b,s4d.mecpM6,0.18670112281488252,12,783
polr2l,s4d.mecpM6,0.295247558161947,12,1571
hspb8,s4d.mecpM6,1.4368664141380778,12,88
lgi1b,s4d.mecpM6,-0.9231827326280067,12,2024
snx6,s4d.mecpM6,-0.43385817439258006,12,2108
plk1,s4d.mecpM6,-0.5166283999545632,12,2006
cfap70,s4d.mecpM6,1.5112439138525018,12,533
si.dkey.102c8.2,s4d.mecpM6,-0.3127324319253333,12,NA
muc5.2,s4d.mecpM6,2.5688083528421126,12,1128
vsig10,s4d.mecpM6,1.2599813837075668,12,125
prdx1,s4d.mecpM6,2.26238417894948,12,561
mybpha,s4d.mecpM6,-0.515899156473462,12,1767
rab25a,s4d.mecpM6,0.6286827578281815,12,493
rbm38,s4d.mecpM6,0.4197117737448936,12,119
bin1b,s4d.mecpM6,0.824283051041174,12,217
mrpl4,s4d.mecpM6,1.209741262923438,12,585
ncln,s4d.mecpM6,1.4902145224272345,12,676
endog,s4d.mecpM6,-0.197056285865241,12,528
si.dkey.8e10.3,s4d.mecpM6,-0.6995880792100361,12,NA
spina,s4d.mecpM6,-0.6222664007664414,12,2200
zgc.112332,s4d.mecpM6,0.515420299669134,12,NA
slc35a2,s4d.mecpM6,1.0510230353036603,12,214
pim2,s4d.mecpM6,-1.0354021722579938,12,1498
strip2,s4d.mecpM6,-0.9092154105110816,12,2173
zgc.123217,s4d.mecpM6,1.1844489439631143,12,NA
porb,s4d.mecpM6,2.096937197160517,12,633
zgc.174904,s4d.mecpM6,0.46693756636331263,12,NA
pdk2b,s4d.mecpM6,0.059767124689384186,12,1776
ft1,s4d.mecpM6,1.5733652296906957,12,1242
nip7,s4d.mecpM6,1.4243208793860354,12,1027
vps25,s4d.mecpM6,1.217177756902631,12,824
plcd1a,s4d.mecpM6,1.088342103128746,12,370
tmem107,s4d.mecpM6,-0.8387534873685852,12,1414
rbp3,s4d.mecpM6,-0.9247762696696656,12,1697
slc22a13b,s4d.mecpM6,1.314127594911681,12,912
zgc.113274,s4d.mecpM6,-0.4491496162288913,12,NA
chchd2,s4d.mecpM6,1.8700178414693616,12,635
tmem37,s4d.mecpM6,0.24844248586875473,12,1271
golt1bb,s4d.mecpM6,1.6872068001268148,12,553
si.ch211.285f17.1,s4d.mecpM6,-0.32090939756940734,12,NA
glmp,s4d.mecpM6,-0.9467992767623246,12,2092
si.ch211.160o17.6,s4d.mecpM6,-1.0897983912979685,12,NA
fktn,s4d.mecpM6,-0.9228759323352534,12,2304
mlxip,s4d.mecpM6,0.7500005958478939,12,118
tead1b,s4d.mecpM6,-0.29461816711397243,12,1860
coq2,s4d.mecpM6,-0.03330996611466528,12,270
NA..1,s4d.mecpM6,0.41214278603654525,12,NA
mlec,s4d.mecpM6,1.4486902310927225,12,250
ptprsa,s4d.mecpM6,-0.6482244456017506,12,1918
sdc4,s4d.mecpM6,2.188213057257767,12,884
sdr42e2,s4d.mecpM6,0.38280827904016523,12,1597
camsap2b,s4d.mecpM6,-0.1566650012792477,12,1814
zufsp,s4d.mecpM6,0.2586945627195173,12,333
ogg1,s4d.mecpM6,-0.8497058314499202,12,2294
ncapg2,s4d.mecpM6,-0.12442357563456569,12,1489
aimp1a,s4d.mecpM6,1.3068101238945842,12,637
lrrn1,s4d.mecpM6,-0.74038541869924,12,1926
acyp1,s4d.mecpM6,0.40466977881651667,12,412
ablim1a,s4d.mecpM6,-0.8775199420385489,12,1995
fam160b1,s4d.mecpM6,-0.348697523843713,12,1966
uacab,s4d.mecpM6,-0.3310954041455667,12,2147
alkbh8,s4d.mecpM6,1.4468103833263042,12,531
wdr62,s4d.mecpM6,-0.3780999511487108,12,2010
rabgap1l2,s4d.mecpM6,-0.42337787830557,12,1524
apoda.2,s4d.mecpM6,-1.066943251667357,12,1308
slc12a9,s4d.mecpM6,1.5846295896479903,12,854
syn1,s4d.mecpM6,-0.14419246353725823,12,359
plxna2,s4d.mecpM6,-0.1650734739271248,12,1978
fibcd1,s4d.mecpM6,-1.1461135598102217,12,2166
mtfr2,s4d.mecpM6,-0.8038593666333511,12,1850
si.dkey.57k2.7,s4d.mecpM6,0.3203006115042178,12,NA
map1b,s4d.mecpM6,-0.7240415658062755,12,1894
tbl1x,s4d.mecpM6,1.0424324751161673,12,192
tnfrsf9a,s4d.mecpM6,1.3781317885544926,12,517
adam22,s4d.mecpM6,-0.5196013344496664,12,2188
mut,s4d.mecpM6,0.030204540179339205,12,1967
tasp1,s4d.mecpM6,0.8031574018036798,12,44
prkaa1,s4d.mecpM6,1.6539756740588862,12,850
zgc.158659,s4d.mecpM6,-0.8558192994009444,12,NA
lct,s4d.mecpM6,0.44641398870432963,12,749
nsd1b,s4d.mecpM6,-0.4349306128450259,12,1902
tsfm,s4d.mecpM6,2.1347311510461453,12,1099
dlgap4a,s4d.mecpM6,0.2504363562670391,12,1764
trim62.1,s4d.mecpM6,-0.8698726415349991,12,2267
anln,s4d.mecpM6,-1.0156691588542708,12,1859
baiap2l2b,s4d.mecpM6,1.0834008897847132,12,945
polg,s4d.mecpM6,-0.3519964981164666,12,2143
btr04,s4d.mecpM6,0.6546785386430489,12,1579
srpra,s4d.mecpM6,1.6388942473830201,12,848
senp7b,s4d.mecpM6,-0.7261417550308563,12,1999
zfp64,s4d.mecpM6,-0.3387103596385432,12,1843
ago2,s4d.mecpM6,-0.4940714530080065,12,1823
lss,s4d.mecpM6,0.8891882666320955,12,752
gmpr2,s4d.mecpM6,1.301188842465625,12,838
wwp2,s4d.mecpM6,1.3465889440657337,12,206
chst6,s4d.mecpM6,0.9080321780040346,12,355
slx4,s4d.mecpM6,-0.44698891257940027,12,2389
phf14,s4d.mecpM6,0.1708935634219912,12,1971
ncaph,s4d.mecpM6,-0.9664362451559008,12,1870
wu.fj05g07,s4d.mecpM6,1.6913968638549415,12,NA
kdm4c,s4d.mecpM6,-0.32351115186761387,12,1922
stim1b,s4d.mecpM6,-0.17468129855207765,12,1333
aifm4,s4d.mecpM6,2.0527320111639136,12,871
si.dkey.19b23.13,s4d.mecpM6,-0.35750653373564006,12,NA
lman2,s4d.mecpM6,1.3152638030425423,12,822
zgc.153968,s4d.mecpM6,-1.0283774177027336,12,NA
myo18ab,s4d.mecpM6,0.1715661825354398,12,1982
ddx10,s4d.mecpM6,2.0371863033736304,12,1069
usp32,s4d.mecpM6,-0.36440798430857063,12,1985
amotl2b,s4d.mecpM6,2.010931125496481,12,880
fsd1,s4d.mecpM6,-0.3228260537085474,12,2037
kif1ab,s4d.mecpM6,-0.26370627253546436,12,2189
arhgap45b,s4d.mecpM6,0.693048471369348,12,1683
kif14,s4d.mecpM6,-0.7853770874600449,12,1867
arap1a,s4d.mecpM6,0.5208797943450996,12,492
mtus2a,s4d.mecpM6,-0.16600314535255226,12,2191
scn3b,s4d.mecpM6,-0.5075959969009642,12,1941
slc35a4,s4d.mecpM6,0.6061087564986987,12,387
ndst1a,s4d.mecpM6,0.34480430712273513,12,369
rnf115,s4d.mecpM6,0.5448314046808628,12,375
cplx3a,s4d.mecpM6,-1.3166654628237924,12,1749
golga3,s4d.mecpM6,0.24978133671551675,12,239
atp9b,s4d.mecpM6,-1.1939402205552863,12,2183
dhx37,s4d.mecpM6,1.7381205980802887,12,671
kcnj12b,s4d.mecpM6,-0.10075055368681533,12,1793
oxnad1,s4d.mecpM6,2.045149351914563,12,656
btbd10a,s4d.mecpM6,-0.7222612131381944,12,1924
nsd3,s4d.mecpM6,-0.5982727917761103,12,1898
irg1l,s4d.mecpM6,1.4437481689913734,12,520
slc6a15,s4d.mecpM6,-0.611146954945949,12,2198
furina,s4d.mecpM6,1.8066416026518803,12,877
dagla,s4d.mecpM6,-0.92240097865734,12,1430
sdhaf2,s4d.mecpM6,1.0670097910918026,12,636
apc2,s4d.mecpM6,-0.7364543629190367,12,1895
abcg5,s4d.mecpM6,-0.62293372871832,12,1724
manf,s4d.mecpM6,1.6964977542025028,12,136
agpat5,s4d.mecpM6,1.3868438491328903,12,251
mrpl9,s4d.mecpM6,1.7265446557655573,12,1063
r3hdm4,s4d.mecpM6,1.0255507981509164,12,408
ssuh2rs1,s4d.mecpM6,0.35427153976512277,12,396
sgsm2,s4d.mecpM6,-0.8446754902882576,12,1904
tjp2a,s4d.mecpM6,0.042697763668670535,12,1975
plbd1,s4d.mecpM6,1.0660930825963941,12,274
fam162a,s4d.mecpM6,1.2158245082250052,12,308
lrrc73,s4d.mecpM6,-1.241407140975815,12,1759
trpm4b.2,s4d.mecpM6,0.8969785172736928,12,366
srebf2,s4d.mecpM6,0.44225241446420893,12,450
slc25a15a,s4d.mecpM6,3.213004761978205,12,1125
rlf,s4d.mecpM6,-0.2698667442765466,12,1987
map2k4a,s4d.mecpM6,-0.24178729936682283,12,2041
gfm1,s4d.mecpM6,1.4345744261958577,12,1048
ddx21,s4d.mecpM6,-0.3420908168633863,12,1945
VIT,s4d.mecpM6,0.3729781592173497,12,262
mat2al,s4d.mecpM6,1.3105565244836528,12,769
usp8,s4d.mecpM6,1.3800383351413288,12,593
mt.atp8,s4d.mecpM6,0.6631286341579062,12,NA
ccdc15,s4d.mecpM6,0.47226630628373073,12,433
puraa,s4d.mecpM6,1.0132258611597804,12,419
tank,s4d.mecpM6,-0.5695064394337982,12,2157
nmrk2,s4d.mecpM6,1.922287030627015,12,682
sstr1b,s4d.mecpM6,-0.16263648425949476,12,1258
slc6a5,s4d.mecpM6,-0.07393961595842624,12,115
gas1b,s4d.mecpM6,-0.45100135643331263,12,1917
f11r.2,s4d.mecpM6,0.3253545754597561,12,467
CFAP77,s4d.mecpM6,2.311668351373023,12,1179
malt3,s4d.mecpM6,1.6591921896140887,12,513
trib2,s4d.mecpM6,0.49687002979783235,12,113
b3gnt2l,s4d.mecpM6,0.8079177373425926,12,190
zmp.0000000729,s4d.mecpM6,-1.3720245344072666,12,NA
rwdd,s4d.mecpM6,1.6054700913166244,12,131
vamp5,s4d.mecpM6,1.5443527608083243,12,306
nfkbie,s4d.mecpM6,0.7303264108386927,12,286
ralgps1,s4d.mecpM6,-0.6854540467433367,12,2032
slc6a18,s4d.mecpM6,-1.0096539762641823,12,2274
ptgesl,s4d.mecpM6,1.6195029161100383,12,845
si.ch211.195h23.3,s4d.mecpM6,1.5814401892630714,12,NA
rab8b,s4d.mecpM6,1.2491787291896668,12,905
masp1,s4d.mecpM6,-0.25785865250734324,12,2277
eif2ak2,s4d.mecpM6,-0.7477586413030887,12,2156
rxfp2l,s4d.mecpM6,1.2769622411818367,12,929
spry4,s4d.mecpM6,0.8663403424421205,12,376
cox5b2,s4d.mecpM6,-0.47841872997714624,12,2259
si.ch211.244o22.2,s4d.mecpM6,-1.0496973246207901,12,NA
rnf183,s4d.mecpM6,1.752601926405684,12,122
gbp4,s4d.mecpM6,0.736186716167838,12,1228
tspan13a,s4d.mecpM6,1.794287560909056,12,760
mettl5,s4d.mecpM6,0.3055983237257617,12,390
map2k2b,s4d.mecpM6,0.9617057161384805,12,275
si.ch211.137a8.2,s4d.mecpM6,-0.3344909531326049,12,NA
si.ch211.219a15.4,s4d.mecpM6,1.3435846273361176,12,NA
zgc.153372,s4d.mecpM6,1.6332745326771845,12,NA
glo1,s4d.mecpM6,0.7355975999412274,12,1881
elnb,s4d.mecpM6,-0.7495491461654071,12,2340
aldh9a1a.1,s4d.mecpM6,-0.8159552407256824,12,1909
dbn1,s4d.mecpM6,0.06967330142916177,12,2105
mstnb,s4d.mecpM6,-0.2054237500883289,12,1845
ppp1r15a,s4d.mecpM6,0.33480392325129926,12,351
pdia5,s4d.mecpM6,2.126333313714019,12,852
uacaa,s4d.mecpM6,-0.4779538397490151,12,2077
erich3,s4d.mecpM6,0.16110954085033408,12,2133
matn3b,s4d.mecpM6,0.9232889170228297,12,1156
wdr35,s4d.mecpM6,0.11169517134180061,12,954
ahsg2,s4d.mecpM6,-0.8463962967973412,12,1329
efr3bb,s4d.mecpM6,-1.5841280000769122,12,1409
mus81,s4d.mecpM6,-0.02028616364225752,12,1561
si.dkey.242g16.2,s4d.mecpM6,-0.7823096280595102,12,NA
si.ch211.125e6.5,s4d.mecpM6,2.54810194758163,12,NA
mtg1,s4d.mecpM6,0.9485279962385413,12,160
cox7a1,s4d.mecpM6,-1.4269642349969804,12,1661
zgc.153981,s4d.mecpM6,1.2999961957423805,12,NA
muc13a,s4d.mecpM6,1.1105820670965187,12,496
atf7ip,s4d.mecpM6,-0.7890812468732221,12,1734
col7a1l,s4d.mecpM6,-0.8288594566532866,12,1883
prmt6,s4d.mecpM6,2.31112773265812,12,1054
cdc34a,s4d.mecpM6,1.1332827641742536,12,399
znf1124,s4d.mecpM6,-0.6584689800035539,12,2300
si.ch211.198k9.6,s4d.mecpM6,-0.7344324085114339,12,NA
si.ch211.117n7.7,s4d.mecpM6,0.796955148940693,12,NA
acod1,s4d.mecpM6,-0.2805659333582375,12,1373
sphk2,s4d.mecpM6,1.6296472600132395,12,71
ska3,s4d.mecpM6,-0.25033645471947474,12,1505
CABZ01053976.1,s4d.mecpM6,-0.7209043658708516,12,1586
itga6b,s4d.mecpM6,-0.2762534190405989,12,1523
cd28l,s4d.mecpM6,-0.517590936028579,12,2367
arid6,s4d.mecpM6,1.0327495990769089,12,709
tmem41aa,s4d.mecpM6,1.4921171983543313,12,186
zgc.153920,s4d.mecpM6,0.2757974981410886,12,NA
arfip1,s4d.mecpM6,1.3085501472491654,12,172
si.ch211.262i1.5,s4d.mecpM6,0.10185288593854558,12,NA
selenos,s4d.mecpM6,0.6537725031796453,12,12
ncapg,s4d.mecpM6,-0.840922766547176,12,1484
rpp25l,s4d.mecpM6,2.566593702919497,12,625
polh,s4d.mecpM6,-0.43719478697389924,12,2239
knl1,s4d.mecpM6,-0.865726972224903,12,1623
BX942819.1,s4d.mecpM6,1.021397381603779,12,475
hoxc1a,s4d.mecpM6,0.7363192912472634,12,1890
rhov,s4d.mecpM6,1.1625465125134622,12,548
arf5,s4d.mecpM6,0.650674131439826,12,178
agr2,s4d.mecpM6,0.8553489445162203,12,293
cenps,s4d.mecpM6,0.13118553239981953,12,1535
si.dkey.183j2.10,s4d.mecpM6,-1.4409451773676545,12,NA
nap1l4a,s4d.mecpM6,2.12894673866183,12,1066
atad5a,s4d.mecpM6,-0.14792920203229848,12,1833
ggact.1,s4d.mecpM6,-0.7866831629330594,12,1384
prkcdb,s4d.mecpM6,1.8223302612866332,12,1107
si.ch211.69g19.2,s4d.mecpM6,-1.0303452895329697,12,NA
prss60.3,s4d.mecpM6,1.0784881877075894,12,694
tmem45a,s4d.mecpM6,1.7754966229231424,12,615
sft2d2a,s4d.mecpM6,1.3018559105185805,12,108
ccr11.1,s4d.mecpM6,0.530210580958271,12,6
pmvk,s4d.mecpM6,1.2595829864301349,12,613
pex6,s4d.mecpM6,-1.1534363702894639,12,2066
si.ch211.288g17.3,s4d.mecpM6,-0.710571987481634,12,NA
furinb,s4d.mecpM6,-0.6900310323589118,12,1740
kif20ba,s4d.mecpM6,-0.42227608339910727,12,1862
s100u,s4d.mecpM6,1.4887141108830044,12,65
ccn6,s4d.mecpM6,0.3904299615092268,12,1527
hps5,s4d.mecpM6,-0.676362630613019,12,2387
slc35b4,s4d.mecpM6,1.1174695360845848,12,66
si.dkey.222p3.1,s4d.mecpM6,0.9393172936514543,12,NA
si.dkey.208m12.2,s4d.mecpM6,-0.8974742490498562,12,NA
mgst2,s4d.mecpM6,1.417939190914519,12,290
aftphb,s4d.mecpM6,-0.07603153561841677,12,2118
micos13,s4d.mecpM6,1.08232383753566,12,823
oaz1a,s4d.mecpM6,0.8422736892838112,12,371
aox5,s4d.mecpM6,1.4845322906834497,12,1130
fbxo45,s4d.mecpM6,-0.04049063321314118,12,2106
fhl1a,s4d.mecpM6,2.025405127317602,12,1104
mgat5,s4d.mecpM6,0.49594182612735027,12,409
ecm2,s4d.mecpM6,-0.5038773879412891,12,2000
BX511034.1,s4d.mecpM6,0.43364715307774593,12,1299
zgc.171490,s4d.mecpM6,1.2085224655563485,12,NA
si.dkey.19a16.7,s4d.mecpM6,1.2874711861076733,12,NA
rrp8,s4d.mecpM6,2.7497505256655166,12,1110
si.rp71.36a1.3,s4d.mecpM6,0.33778860591617293,12,NA
smyd5,s4d.mecpM6,2.6442569144310686,12,1020
tma7,s4d.mecpM6,0.909774243551935,12,156
ndc80,s4d.mecpM6,-0.5473863775995198,12,1554
ankha,s4d.mecpM6,-0.567931702846516,12,2278
glod5,s4d.mecpM6,2.0998596435603782,12,294
thbs2b,s4d.mecpM6,1.2812242638947842,12,389
