NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
HP_METAPHYSEAL_SPURS	9		Rejected!	
HP_HYPEREXTENSIBILITY_AT_WRISTS	6		Rejected!	
HP_KNEE_OSTEOARTHRITIS	12		Rejected!	
HP_ABNORMAL_METAPHYSEAL_TRABECULATION	23		Rejected!	
HP_HIGH_FREQUENCY_HEARING_IMPAIRMENT	7		Rejected!	
HP_ABNORMALITY_OF_THE_VERTEBRAL_ENDPLATES	38		Rejected!	
HP_ABNORMAL_SACRUM_MORPHOLOGY	138		Rejected!	
HP_ABNORMAL_INTERVERTEBRAL_DISK_MORPHOLOGY	39		Rejected!	
HP_ABNORMALITY_OF_THE_ACHILLES_TENDON	48		Rejected!	
HP_ABDOMINAL_AORTIC_ANEURYSM	23		Rejected!	
HP_AORTIC_ARCH_ANEURYSM	42		Rejected!	
HP_SUPRAVENTRICULAR_ARRHYTHMIA	105		Rejected!	
HP_ELEVATED_DIASTOLIC_BLOOD_PRESSURE	12		Rejected!	
HP_ABNORMAL_CARDIAC_ATRIUM_MORPHOLOGY	494		Rejected!	
HP_RIGHT_VENTRICULAR_DILATATION	13		Rejected!	
HP_ABNORMAL_T_WAVE	34		Rejected!	
HP_VENTRICULAR_SEPTAL_HYPERTROPHY	9		Rejected!	
HP_CORONARY_ARTERY_STENOSIS	6		Rejected!	
HP_CARDIAC_VALVE_CALCIFICATION	12		Rejected!	
HP_ABNORMAL_ATRIOVENTRICULAR_CONDUCTION	83		Rejected!	
HP_VENTRICULAR_ESCAPE_RHYTHM	10		Rejected!	
HP_CONCENTRIC_HYPERTROPHIC_CARDIOMYOPATHY	18		Rejected!	
HP_TOTAL_ANOMALOUS_PULMONARY_VENOUS_RETURN	12		Rejected!	
HP_ABNORMAL_LEFT_VENTRICULAR_FUNCTION	93		Rejected!	
HP_SHORTENED_PR_INTERVAL	7		Rejected!	
HP_PREMATURE_ARTERIOSCLEROSIS	8		Rejected!	
HP_PREMATURE_CORONARY_ARTERY_ATHEROSCLEROSIS	16		Rejected!	
HP_PROLONGED_QTC_INTERVAL	25		Rejected!	
HP_SYNOVIAL_HYPERTROPHY	8		Rejected!	
HP_POLYARTICULAR_ARTHROPATHY	18		Rejected!	
HP_HELICOBACTER_PYLORI_INFECTION	5		Rejected!	
HP_PANCREATIC_PSEUDOCYST	5		Rejected!	
HP_SECRETORY_DIARRHEA	10		Rejected!	
HP_PANCREATIC_CALCIFICATION	9		Rejected!	
HP_IMPAIRED_MASTICATION	45		Rejected!	
HP_ANOPERINEAL_FISTULA	5		Rejected!	
HP_BOWEL_DIVERTICULOSIS	34		Rejected!	
HP_RECTAL_ABSCESS	8		Rejected!	
HP_ADENOMATOUS_COLONIC_POLYPOSIS	15		Rejected!	
HP_GASTROINTESTINAL_INFARCTIONS	14		Rejected!	
HP_INTESTINAL_HYPOPLASIA	17		Rejected!	
HP_FUNCTIONAL_INTESTINAL_OBSTRUCTION	10		Rejected!	
HP_THORACIC_HYPOPLASIA	137		Rejected!	
HP_PECTORAL_MUSCLE_HYPOPLASIA_APLASIA	8		Rejected!	
HP_JOINT_HEMORRHAGE	17		Rejected!	
HP_ABNORMALITY_OF_THE_SYNOVIA	335		Rejected!	
HP_GASTRITIS	20		Rejected!	
HP_ABNORMALITY_OF_THE_GALLBLADDER	113		Rejected!	
HP_ABNORMAL_JEJUNUM_MORPHOLOGY	7		Rejected!	
HP_INTESTINAL_POLYP	67		Rejected!	
HP_SPONTANEOUS_ABORTION	42		Rejected!	
HP_PROMINENT_NASAL_TIP	19		Rejected!	
HP_DEPRESSED_NASAL_BRIDGE	576	19		
HP_ABNORMALITY_OF_THE_NASOLABIAL_REGION	14		Rejected!	
HP_VENOUS_INSUFFICIENCY	37		Rejected!	
HP_ARTERIAL_DISSECTION	8		Rejected!	
HP_CEREBRAL_VENOUS_THROMBOSIS	10		Rejected!	
HP_CAPILLARY_HEMANGIOMA	36		Rejected!	
HP_INCREASED_PULMONARY_VASCULAR_RESISTANCE	13		Rejected!	
HP_DISTURBANCE_OF_FACIAL_EXPRESSION	32		Rejected!	
HP_PROGEROID_FACIAL_APPEARANCE	22		Rejected!	
HP_SPARSE_LATERAL_EYEBROW	26		Rejected!	
HP_ABNORMALITY_OF_COMPLEMENT_SYSTEM	31		Rejected!	
HP_SPASTIC_HYPERACTIVE_BLADDER	10		Rejected!	
HP_HYPOPLASIA_OF_THE_BLADDER	6		Rejected!	
HP_ABNORMAL_CAROTID_ARTERY_MORPHOLOGY	87		Rejected!	
HP_ABNORMAL_VENA_CAVA_MORPHOLOGY	71		Rejected!	
HP_ABNORMAL_FACIAL_EXPRESSION	164		Rejected!	
HP_INSPIRATORY_STRIDOR	9		Rejected!	
HP_HYPOPLASIA_OF_THE_EPIGLOTTIS	8		Rejected!	
HP_RECURRENT_HERPES	21		Rejected!	
HP_LACK_OF_T_CELL_FUNCTION	7		Rejected!	
HP_DECREASED_SERUM_COMPLEMENT_FACTOR_I	7		Rejected!	
HP_SEVERE_B_LYMPHOCYTOPENIA	5		Rejected!	
HP_ABNORMALITY_OF_HUMORAL_IMMUNITY	282		Rejected!	
HP_CELLULAR_IMMUNODEFICIENCY	36		Rejected!	
HP_RECURRENT_HAEMOPHILUS_INFLUENZAE_INFECTIONS	7		Rejected!	
HP_RECURRENT_PROTOZOAN_INFECTIONS	5		Rejected!	
HP_COMBINED_IMMUNODEFICIENCY	35		Rejected!	
HP_RECURRENT_OPPORTUNISTIC_INFECTIONS	10		Rejected!	
HP_REDUCTION_OF_NEUTROPHIL_MOTILITY	8		Rejected!	
HP_RECURRENT_CANDIDA_INFECTIONS	15		Rejected!	
HP_T_LYMPHOCYTOPENIA	53		Rejected!	
HP_INCREASED_B_CELL_COUNT	7		Rejected!	
HP_RECURRENT_BACTERIAL_SKIN_INFECTIONS	28		Rejected!	
HP_DECREASED_PROPORTION_OF_CD4_POSITIVE_HELPER_T_CELLS	29		Rejected!	
HP_DECREASED_PROPORTION_OF_CD8_POSITIVE_T_CELLS	10		Rejected!	
HP_DECREASED_SERUM_COMPLEMENT_FACTOR_B	5		Rejected!	
HP_RECURRENT_GRAM_NEGATIVE_BACTERIAL_INFECTIONS	19		Rejected!	
HP_DECREASED_SERUM_COMPLEMENT_C3	11		Rejected!	
HP_RECURRENT_SINOPULMONARY_INFECTIONS	63		Rejected!	
HP_RECURRENT_NEISSERIAL_INFECTIONS	7		Rejected!	
HP_IMPAIRED_T_CELL_FUNCTION	30		Rejected!	
HP_ENLARGED_POSTERIOR_FOSSA	157		Rejected!	
HP_CALVARIAL_OSTEOSCLEROSIS	6		Rejected!	
HP_ABSENT_HYPOPLASTIC_PARANASAL_SINUSES	8		Rejected!	
HP_CRANIOFACIAL_DISPROPORTION	6		Rejected!	
HP_CALCIFICATION_OF_FALX_CEREBRI	6		Rejected!	
HP_CRANIOFACIAL_OSTEOSCLEROSIS	12		Rejected!	
HP_FACIAL_HYPEROSTOSIS	5		Rejected!	
HP_FLAT_OCCIPUT	50		Rejected!	
HP_DECREASED_CALVARIAL_OSSIFICATION	12		Rejected!	
HP_DECREASED_CIRCULATING_IGE	5		Rejected!	
HP_ABNORMAL_EPIGLOTTIS_MORPHOLOGY	20		Rejected!	
HP_SECONDARY_MICROCEPHALY	167		Rejected!	
HP_PROMINENT_METOPIC_RIDGE	53		Rejected!	
HP_REFRACTORY_ANEMIA	6		Rejected!	
HP_CHRONIC_MYELOGENOUS_LEUKEMIA	5		Rejected!	
HP_INCREASED_MEGAKARYOCYTE_COUNT	7		Rejected!	
HP_INCREASED_MEAN_CORPUSCULAR_VOLUME	40		Rejected!	
HP_DISSEMINATED_INTRAVASCULAR_COAGULATION	27		Rejected!	
HP_PYRIDOXINE_RESPONSIVE_SIDEROBLASTIC_ANEMIA	23		Rejected!	
HP_LYMPHOPROLIFERATIVE_DISORDER	15		Rejected!	
HP_SPONTANEOUS_HEMOLYTIC_CRISES	7		Rejected!	
HP_BONE_MARROW_HYPOCELLULARITY	62		Rejected!	
HP_REDUCED_PROTEIN_C_ACTIVITY	8		Rejected!	
HP_MYELOPROLIFERATIVE_DISORDER	16		Rejected!	
HP_CHRONIC_LYMPHATIC_LEUKEMIA	13		Rejected!	
HP_ABNORMALITY_OF_THE_METOPIC_SUTURE	68		Rejected!	
HP_CHRONIC_LEUKEMIA	20		Rejected!	
HP_IMBALANCED_HEMOGLOBIN_SYNTHESIS	5		Rejected!	
HP_ABNORMALITY_OF_BONE_MARROW_CELL_MORPHOLOGY	188		Rejected!	
HP_MULTIPLE_RENAL_CYSTS	47		Rejected!	
HP_REDUCED_RENAL_CORTICOMEDULLARY_DIFFERENTIATION	7		Rejected!	
HP_RENAL_MAGNESIUM_WASTING	7		Rejected!	
HP_HEMOLYTIC_UREMIC_SYNDROME	14		Rejected!	
HP_DUPLICATION_OF_RENAL_PELVIS	5		Rejected!	
HP_RENAL_CELL_CARCINOMA	73		Rejected!	
HP_SPOTTY_HYPERPIGMENTATION	12		Rejected!	
HP_HYPERPIGMENTATION_IN_SUN_EXPOSED_AREAS	8		Rejected!	
HP_PATCHY_PALMOPLANTAR_HYPERKERATOSIS	5		Rejected!	
HP_SPOTTY_HYPOPIGMENTATION	8		Rejected!	
HP_GENERALIZED_HYPERKERATOSIS	13		Rejected!	
HP_LARGE_CAFE_AU_LAIT_MACULES_WITH_IRREGULAR_MARGINS	6		Rejected!	
HP_ABNORMAL_TRACHEOBRONCHIAL_MORPHOLOGY	322		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_FEMUR	59		Rejected!	
HP_ACCELERATED_SKELETAL_MATURATION	66		Rejected!	
HP_BILATERAL_CAMPTODACTYLY	6		Rejected!	
HP_THORACOLUMBAR_KYPHOSIS	18		Rejected!	
HP_BROAD_LONG_BONES	190		Rejected!	
HP_ABNORMAL_VERTEBRAL_SEGMENTATION_AND_FUSION	11		Rejected!	
HP_POSITIONAL_FOOT_DEFORMITY	382		Rejected!	
HP_THORACIC_KYPHOSCOLIOSIS	22		Rejected!	
HP_JUVENILE_RHEUMATOID_ARTHRITIS	6		Rejected!	
HP_DISTAL_ARTHROGRYPOSIS	18		Rejected!	
HP_JOINT_HYPERFLEXIBILITY	170		Rejected!	
HP_MULTIPLE_ENCHONDROMATOSIS	9		Rejected!	
HP_2_3_TOE_CUTANEOUS_SYNDACTYLY	5		Rejected!	
HP_LETHAL_SKELETAL_DYSPLASIA	10		Rejected!	
HP_SHORT_TIBIA	22		Rejected!	
HP_AVASCULAR_NECROSIS_OF_THE_CAPITAL_FEMORAL_EPIPHYSIS	26		Rejected!	
HP_CONTRACTURES_OF_THE_JOINTS_OF_THE_LOWER_LIMBS	186		Rejected!	
HP_BASILAR_IMPRESSION	5		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_TIBIA	29		Rejected!	
HP_GENERALIZED_OSTEOSCLEROSIS	10		Rejected!	
HP_CORTICAL_THICKENING_OF_LONG_BONE_DIAPHYSES	5		Rejected!	
HP_ABSENT_DISTAL_PHALANGES	5		Rejected!	
HP_SHORT_MIDDLE_PHALANX_OF_FINGER	43		Rejected!	
HP_MULTIPLE_PRENATAL_FRACTURES	16		Rejected!	
HP_PSEUDOARTHROSIS	8		Rejected!	
HP_METAPHYSEAL_CHONDRODYSPLASIA	14		Rejected!	
HP_PROGRESSIVE_FLEXION_CONTRACTURES	7		Rejected!	
HP_CONGENITAL_FINGER_FLEXION_CONTRACTURES	9		Rejected!	
HP_ABNORMAL_CERVICAL_CURVATURE	9		Rejected!	
HP_BILIARY_ATRESIA	9		Rejected!	
HP_ABNORMALITY_OF_METACARPAL_EPIPHYSES	16		Rejected!	
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_METACARPAL_BONES	127		Rejected!	
HP_ABNORMAL_METACARPAL_MORPHOLOGY	163		Rejected!	
HP_ABNORMAL_FINGER_PHALANX_MORPHOLOGY	705	17		
HP_ABNORMAL_EPIPHYSIS_MORPHOLOGY_OF_THE_PHALANGES_OF_THE_HAND	40		Rejected!	
HP_ABNORMAL_HAND_MORPHOLOGY	401		Rejected!	
HP_ABNORMALITY_OF_EPIPHYSIS_MORPHOLOGY	260		Rejected!	
HP_ABNORMAL_RENAL_CORTICOMEDULLARY_DIFFERENTIATION	11		Rejected!	
HP_ABNORMAL_RESPIRATORY_MOTILE_CILIUM_MORPHOLOGY	21		Rejected!	
HP_RESPIRATORY_ARREST	25		Rejected!	
HP_VENTILATOR_DEPENDENCE_WITH_INABILITY_TO_WEAN	5		Rejected!	
HP_APNEIC_EPISODES_IN_INFANCY	8		Rejected!	
HP_BREATHING_DYSREGULATION	20		Rejected!	
HP_TEMPERATURE_INSTABILITY	40		Rejected!	
HP_TYPE_II_DIABETES_MELLITUS	200		Rejected!	
HP_LIMITATION_OF_NECK_MOTION	31		Rejected!	
HP_CONGENITAL_MUSCULAR_TORTICOLLIS	8		Rejected!	
HP_REDUNDANT_NECK_SKIN	25		Rejected!	
HP_NODULAR_GOITER	10		Rejected!	
HP_URETERAL_OBSTRUCTION	36		Rejected!	
HP_ABNORMALLY_SHAPED_CARPAL_BONES	7		Rejected!	
HP_Y_SHAPED_METACARPALS	13		Rejected!	
HP_METACARPOPHALANGEAL_JOINT_CONTRACTURE	5		Rejected!	
HP_PALMAR_HYPERHIDROSIS	18		Rejected!	
HP_3_4_FINGER_SYNDACTYLY	6		Rejected!	
HP_FINGER_SYNDACTYLY	186		Rejected!	
HP_ABSENT_PHALANGEAL_CREASE	12		Rejected!	
HP_SHORTENING_OF_ALL_MIDDLE_PHALANGES_OF_THE_FINGERS	7		Rejected!	
HP_SHORTENING_OF_ALL_DISTAL_PHALANGES_OF_THE_FINGERS	43		Rejected!	
HP_ACRAL_ULCERATION	9		Rejected!	
HP_ABNORMAL_FINGER_FLEXION_CREASES	15		Rejected!	
HP_CENTRAL_Y_SHAPED_METACARPAL	10		Rejected!	
HP_INCREASED_LAXITY_OF_FINGERS	5		Rejected!	
HP_SWAN_NECK_LIKE_DEFORMITIES_OF_THE_FINGERS	8		Rejected!	
HP_MESOAXIAL_HAND_POLYDACTYLY	10		Rejected!	
HP_DECREASED_PALMAR_CREASES	5		Rejected!	
HP_DEEP_PALMAR_CREASE	27		Rejected!	
HP_PHALANGEAL_DISLOCATION	7		Rejected!	
HP_ENLARGED_INTERPHALANGEAL_JOINTS	5		Rejected!	
HP_LIMITED_WRIST_MOVEMENT	15		Rejected!	
HP_LIMITED_WRIST_EXTENSION	5		Rejected!	
HP_INTERPHALANGEAL_JOINT_EROSIONS	7		Rejected!	
HP_ABNORMALITY_OF_HAND_JOINT_MOBILITY	33		Rejected!	
HP_ABNORMALITY_OF_CARPAL_BONE_OSSIFICATION	31		Rejected!	
HP_ABNORMAL_PHALANGEAL_JOINT_MORPHOLOGY_OF_THE_HAND	202		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_5TH_FINGER	52		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_2ND_FINGER	14		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_FINGERS	344		Rejected!	
HP_SMALL_PLACENTA	9		Rejected!	
HP_LARGE_PLACENTA	7		Rejected!	
HP_HYPOPLASTIC_SPLEEN	7		Rejected!	
HP_REDUCED_PANCREATIC_BETA_CELLS	7		Rejected!	
HP_ENAMEL_HYPOMINERALIZATION	8		Rejected!	
HP_YELLOW_BROWN_DISCOLORATION_OF_THE_TEETH	9		Rejected!	
HP_ADVANCED_ERUPTION_OF_TEETH	38		Rejected!	
HP_AGENESIS_OF_CENTRAL_INCISOR	14		Rejected!	
HP_ABNORMALITY_OF_DENTAL_ERUPTION	239		Rejected!	
HP_ENAMEL_HYPOPLASIA	89		Rejected!	
HP_PROLONGED_BLEEDING_AFTER_DENTAL_EXTRACTION	15		Rejected!	
HP_WIDELY_SPACED_INCISORS	10		Rejected!	
HP_ATROPHY_OF_ALVEOLAR_RIDGES	5		Rejected!	
HP_WIDELY_SPACED_PRIMARY_TEETH	5		Rejected!	
HP_SOLITARY_MEDIAN_MAXILLARY_CENTRAL_INCISOR	24		Rejected!	
HP_PREMATURE_LOSS_OF_PRIMARY_TEETH	21		Rejected!	
HP_SUPERNUMERARY_MAXILLARY_INCISOR	5		Rejected!	
HP_HYPOPLASIA_OF_THE_PRIMARY_TEETH	5		Rejected!	
HP_PERSISTENCE_OF_PRIMARY_TEETH	18		Rejected!	
HP_PEG_SHAPED_MAXILLARY_LATERAL_INCISORS	20		Rejected!	
HP_ABNORMALITY_OF_PRIMARY_MOLAR_MORPHOLOGY	14		Rejected!	
HP_AGENESIS_OF_PERMANENT_TEETH	18		Rejected!	
HP_FAILURE_OF_ERUPTION_OF_PERMANENT_TEETH	5		Rejected!	
HP_PREMATURE_LOSS_OF_PERMANENT_TEETH	5		Rejected!	
HP_IRREGULAR_FEMORAL_EPIPHYSIS	9		Rejected!	
HP_CRUMPLED_LONG_BONES	6		Rejected!	
HP_LIMITED_ELBOW_FLEXION	10		Rejected!	
HP_KNEE_FLEXION_CONTRACTURE	84		Rejected!	
HP_SHORT_LOWER_LIMBS	10		Rejected!	
HP_OVERTUBULATED_LONG_BONES	5		Rejected!	
HP_INCREASED_DENSITY_OF_LONG_BONES	10		Rejected!	
HP_LIMITED_PRONATION_SUPINATION_OF_FOREARM	7		Rejected!	
HP_BROAD_FEMORAL_NECK	12		Rejected!	
HP_PROXIMAL_FEMORAL_METAPHYSEAL_ABNORMALITY	10		Rejected!	
HP_RADIOULNAR_DISLOCATION	5		Rejected!	
HP_PATELLAR_APLASIA	21		Rejected!	
HP_INCREASED_LAXITY_OF_ANKLES	7		Rejected!	
HP_PROXIMAL_FEMORAL_EPIPHYSIOLYSIS	7		Rejected!	
HP_ANKLE_FLEXION_CONTRACTURE	46		Rejected!	
HP_ABNORMALITY_OF_THE_ALVEOLAR_RIDGES	39		Rejected!	
HP_ABNORMAL_DENTAL_PULP_MORPHOLOGY	51		Rejected!	
HP_PREMATURE_LOSS_OF_TEETH	50		Rejected!	
HP_ABNORMALITY_OF_PRIMARY_TEETH	71		Rejected!	
HP_ABNORMALITY_OF_DENTAL_MORPHOLOGY	275		Rejected!	
HP_ABNORMAL_NUMBER_OF_TEETH	341		Rejected!	
HP_AGENESIS_OF_INCISOR	28		Rejected!	
HP_ABNORMAL_DENTAL_ROOT_MORPHOLOGY	48		Rejected!	
HP_BOWING_OF_THE_ARM	31		Rejected!	
HP_ABNORMALITY_OF_LOWER_LIMB_METAPHYSES	22		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_FIBULA	27		Rejected!	
HP_APLASIA_HYPOPLASIA_INVOLVING_BONES_OF_THE_LOWER_LIMBS	392		Rejected!	
HP_APLASIA_HYPOPLASIA_INVOLVING_BONES_OF_THE_FEET	312		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_ULNA	59		Rejected!	
HP_APLASIA_HYPOPLASIA_INVOLVING_BONES_OF_THE_UPPER_LIMBS	536		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_PATELLA	30		Rejected!	
HP_ABNORMALITY_OF_LOWER_LIMB_EPIPHYSIS_MORPHOLOGY	85		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_RADIUS	81		Rejected!	
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_CARPAL_BONES	16		Rejected!	
HP_APLASIA_HYPOPLASIA_INVOLVING_FOREARM_BONES	97		Rejected!	
HP_ABNORMALITY_OF_LIMB_EPIPHYSIS_MORPHOLOGY	124		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_HUMERUS	29		Rejected!	
HP_ABNORMALITY_OF_TIBIAL_EPIPHYSES	5		Rejected!	
HP_CHRONIC_PULMONARY_OBSTRUCTION	35		Rejected!	
HP_LARYNGEAL_STRIDOR	6		Rejected!	
HP_INTERSTITIAL_PNEUMONITIS	12		Rejected!	
HP_INTRAALVEOLAR_PHOSPHOLIPID_ACCUMULATION	8		Rejected!	
HP_ALVEOLAR_CELL_CARCINOMA	18		Rejected!	
HP_PROGRESSIVE_PULMONARY_FUNCTION_IMPAIRMENT	13		Rejected!	
HP_PULMONARY_LYMPHANGIECTASIA	5		Rejected!	
HP_CHRONIC_LUNG_DISEASE	38		Rejected!	
HP_ABNORMAL_PULMONARY_INTERSTITIAL_MORPHOLOGY	160		Rejected!	
HP_RECURRENT_PNEUMONIA	103		Rejected!	
HP_RECURRENT_INTRAPULMONARY_HEMORRHAGE	8		Rejected!	
HP_AIRWAY_OBSTRUCTION	117		Rejected!	
HP_RECURRENT_BRONCHOPULMONARY_INFECTIONS	12		Rejected!	
HP_CARDIORESPIRATORY_ARREST	11		Rejected!	
HP_UNILATERAL_PRIMARY_PULMONARY_DYSGENESIS	5		Rejected!	
HP_ACUTE_HEPATIC_FAILURE	32		Rejected!	
HP_POLYCYSTIC_LIVER_DISEASE	9		Rejected!	
HP_LIPID_ACCUMULATION_IN_HEPATOCYTES	143		Rejected!	
HP_VIRAL_HEPATITIS	16		Rejected!	
HP_INCREASED_HEPATIC_GLYCOGEN_CONTENT	9		Rejected!	
HP_SUBACUTE_PROGRESSIVE_VIRAL_HEPATITIS	9		Rejected!	
HP_PROLONGED_NEONATAL_JAUNDICE	69		Rejected!	
HP_PORTAL_FIBROSIS	12		Rejected!	
HP_DIAPHRAGMATIC_PARALYSIS	6		Rejected!	
HP_WIDE_INTERMAMILLARY_DISTANCE	107		Rejected!	
HP_ABSENT_STERNAL_OSSIFICATION	5		Rejected!	
HP_THORACIC_DYSPLASIA	6		Rejected!	
HP_THIN_CLAVICLES	6		Rejected!	
HP_RIB_SEGMENTATION_ABNORMALITIES	12		Rejected!	
HP_APLASTIC_CLAVICLE	16		Rejected!	
HP_REDUCED_SYSTOLIC_FUNCTION	17		Rejected!	
HP_PREMATURE_VENTRICULAR_CONTRACTION	18		Rejected!	
HP_ENDOCARDIAL_FIBROSIS	6		Rejected!	
HP_AORTIC_TORTUOSITY	5		Rejected!	
HP_ATRIOVENTRICULAR_CANAL_DEFECT	50		Rejected!	
HP_DILATATION_OF_THE_VENTRICULAR_CAVITY	11		Rejected!	
HP_PREMATURE_ATRIAL_CONTRACTIONS	5		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_LUNGS	142		Rejected!	
HP_ABNORMAL_CORONARY_ARTERY_MORPHOLOGY	63		Rejected!	
HP_ABNORMAL_ATRIOVENTRICULAR_VALVE_MORPHOLOGY	156		Rejected!	
HP_CYSTIC_LIVER_DISEASE	37		Rejected!	
HP_ABNORMALITY_OF_THE_HEPATIC_VASCULATURE	75		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_NIPPLES	49		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_CLAVICLES	49		Rejected!	
HP_APLASIA_HYPOPLASIA_INVOLVING_BONES_OF_THE_THORAX	172		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_RIBS	120		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_SCAPULAE	29		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_STERNUM	17		Rejected!	
HP_HEREDITARY_NONPOLYPOSIS_COLORECTAL_CARCINOMA	32		Rejected!	
HP_ACUTE_LYMPHOBLASTIC_LEUKEMIA	33		Rejected!	
HP_INTESTINAL_CARCINOID	6		Rejected!	
HP_PANCREATIC_ADENOCARCINOMA	30		Rejected!	
HP_FOLLICULAR_THYROID_CARCINOMA	16		Rejected!	
HP_SQUAMOUS_CELL_CARCINOMA_OF_THE_SKIN	19		Rejected!	
HP_ADRENOCORTICAL_CARCINOMA	14		Rejected!	
HP_GANGLIONEUROBLASTOMA	6		Rejected!	
HP_NEOPLASM_OF_THE_STOMACH	77		Rejected!	
HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR	27		Rejected!	
HP_CHONDROSARCOMA	7		Rejected!	
HP_PAPILLARY_RENAL_CELL_CARCINOMA	8		Rejected!	
HP_PITUITARY_PROLACTIN_CELL_ADENOMA	8		Rejected!	
HP_DUODENAL_ADENOCARCINOMA	7		Rejected!	
HP_RENAL_ANGIOMYOLIPOMA	5		Rejected!	
HP_OVARIAN_PAPILLARY_ADENOCARCINOMA	7		Rejected!	
HP_MULTIPLE_MYELOMA	7		Rejected!	
HP_ALVEOLAR_RHABDOMYOSARCOMA	5		Rejected!	
HP_PARATHYROID_CARCINOMA	7		Rejected!	
HP_POSTERIOR_PHARYNGEAL_CLEFT	12		Rejected!	
HP_LIMB_GIRDLE_MUSCULAR_DYSTROPHY	16		Rejected!	
HP_BASAL_GANGLIA_CYSTS	7		Rejected!	
HP_HYPERACTIVE_DEEP_TENDON_REFLEXES	31		Rejected!	
HP_ABNORMAL_ANTERIOR_HORN_CELL_MORPHOLOGY	16		Rejected!	
HP_CEREBRAL_HYPOMYELINATION	32		Rejected!	
HP_FOCAL_HEMICLONIC_SEIZURE	12		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_CEREBELLAR_VERMIS	256		Rejected!	
HP_SEVERE_MUSCULAR_HYPOTONIA	111		Rejected!	
HP_ACUTE_ENCEPHALOPATHY	9		Rejected!	
HP_HYPOPLASIA_OF_THE_VENTRAL_PONS	6		Rejected!	
HP_CEREBELLAR_VERMIS_ATROPHY	37		Rejected!	
HP_IMPAIRED_DISTAL_PROPRIOCEPTION	9		Rejected!	
HP_SEVERE_EXPRESSIVE_LANGUAGE_DELAY	12		Rejected!	
HP_LOBAR_HOLOPROSENCEPHALY	21		Rejected!	
HP_CEREBRAL_HYPOPLASIA	46		Rejected!	
HP_PONTOCEREBELLAR_ATROPHY	7		Rejected!	
HP_IMPAIRED_DISTAL_VIBRATION_SENSATION	27		Rejected!	
HP_INTELLECTUAL_DISABILITY_PROGRESSIVE	50		Rejected!	
HP_MENINGOENCEPHALOCELE	5		Rejected!	
HP_INTELLECTUAL_DISABILITY_BORDERLINE	19		Rejected!	
HP_THICK_CEREBRAL_CORTEX	11		Rejected!	
HP_FRONTOTEMPORAL_CEREBRAL_ATROPHY	16		Rejected!	
HP_LOWER_LIMB_HYPERTONIA	30		Rejected!	
HP_ABDUCENS_PALSY	8		Rejected!	
HP_FUSION_OF_THE_CEREBELLAR_HEMISPHERES	6		Rejected!	
HP_FRONTAL_CORTICAL_ATROPHY	67		Rejected!	
HP_ABNORMAL_AGGRESSIVE_IMPULSIVE_OR_VIOLENT_BEHAVIOR	373		Rejected!	
HP_CONGENITAL_NYSTAGMUS	73		Rejected!	
HP_IMPAIRED_DISTAL_TACTILE_SENSATION	12		Rejected!	
HP_IMPAIRED_VIBRATION_SENSATION_AT_ANKLES	9		Rejected!	
HP_RETROCEREBELLAR_CYST	7		Rejected!	
HP_OLIVOPONTOCEREBELLAR_HYPOPLASIA	13		Rejected!	
HP_DILATION_OF_LATERAL_VENTRICLES	90		Rejected!	
HP_LOSS_OF_ABILITY_TO_WALK	42		Rejected!	
HP_ABNORMAL_AUDITORY_EVOKED_POTENTIALS	23		Rejected!	
HP_JERKY_HEAD_MOVEMENTS	11		Rejected!	
HP_PERIVENTRICULAR_LEUKOMALACIA	36		Rejected!	
HP_GRAMMAR_SPECIFIC_SPEECH_DISORDER	10		Rejected!	
HP_SLEEP_WAKE_CYCLE_DISTURBANCE	33		Rejected!	
HP_PROGRESSIVE_LEUKOENCEPHALOPATHY	5		Rejected!	
HP_UPPER_LIMB_SPASTICITY	21		Rejected!	
HP_DYSPLASTIC_CORPUS_CALLOSUM	33		Rejected!	
HP_BASAL_GANGLIA_GLIOSIS	12		Rejected!	
HP_MORNING_MYOCLONIC_JERKS	11		Rejected!	
HP_LOSS_OF_PURKINJE_CELLS_IN_THE_CEREBELLAR_VERMIS	5		Rejected!	
