NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	99		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	41		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	63		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION	45		Rejected!	
GOBP_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	54		Rejected!	
GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	47		Rejected!	
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	267		Rejected!	
GOBP_ADULT_BEHAVIOR	143		Rejected!	
GOBP_MALE_GENITALIA_DEVELOPMENT	24		Rejected!	
GOBP_FEMALE_GENITALIA_DEVELOPMENT	18		Rejected!	
GOBP_COLLAGEN_CATABOLIC_PROCESS	45		Rejected!	
GOBP_NUCLEAR_BODY_ORGANIZATION	17		Rejected!	
GOBP_PML_BODY_ORGANIZATION	7		Rejected!	
GOBP_UBIQUITIN_DEPENDENT_SMAD_PROTEIN_CATABOLIC_PROCESS	6		Rejected!	
GOBP_NEUTROPHIL_CHEMOTAXIS	105		Rejected!	
GOBP_LEUKOCYTE_CHEMOTAXIS	240		Rejected!	
GOBP_POLYKETIDE_METABOLIC_PROCESS	10		Rejected!	
GOBP_AMINOGLYCOSIDE_ANTIBIOTIC_METABOLIC_PROCESS	10		Rejected!	
GOBP_REGULATION_OF_VITAMIN_METABOLIC_PROCESS	12		Rejected!	
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	209		Rejected!	
GOBP_OVULATION	22		Rejected!	
GOBP_SEQUESTERING_OF_TRIGLYCERIDE	18		Rejected!	
GOBP_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	44		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	26		Rejected!	
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH	161		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	45		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	65		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	53		Rejected!	
GOBP_PROSTATE_GLAND_DEVELOPMENT	51		Rejected!	
GOBP_GRANULOCYTE_DIFFERENTIATION	38		Rejected!	
GOBP_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	9		Rejected!	
GOBP_EPITHELIAL_CELL_DIFFERENTIATION	721		Rejected!	
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	165		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	54		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	69		Rejected!	
GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION	26		Rejected!	
GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION	61		Rejected!	
GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION	40		Rejected!	
GOBP_THYROID_GLAND_DEVELOPMENT	28		Rejected!	
GOBP_MAMMARY_GLAND_DEVELOPMENT	138		Rejected!	
GOBP_REGULATION_OF_MYELOID_DENDRITIC_CELL_ACTIVATION	5		Rejected!	
GOBP_REGULATION_OF_B_CELL_PROLIFERATION	67		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_B_CELL_PROLIFERATION	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	45		Rejected!	
GOBP_FOREBRAIN_DEVELOPMENT	384	18		
GOBP_MIDBRAIN_DEVELOPMENT	91		Rejected!	
GOBP_HINDBRAIN_DEVELOPMENT	153		Rejected!	
GOBP_NOTOCHORD_DEVELOPMENT	18		Rejected!	
GOBP_PARANODAL_JUNCTION_ASSEMBLY	6		Rejected!	
GOBP_OTIC_VESICLE_FORMATION	8		Rejected!	
GOBP_MIDBRAIN_HINDBRAIN_BOUNDARY_DEVELOPMENT	7		Rejected!	
GOBP_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	33		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	17		Rejected!	
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CYTOSKELETON_POLARITY	7		Rejected!	
GOBP_ASTRAL_MICROTUBULE_ORGANIZATION	10		Rejected!	
GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	77		Rejected!	
GOBP_RESPONSE_TO_CAFFEINE	14		Rejected!	
GOBP_PANCREAS_DEVELOPMENT	82		Rejected!	
GOBP_EXOCRINE_PANCREAS_DEVELOPMENT	7		Rejected!	
GOBP_ENDOCRINE_PANCREAS_DEVELOPMENT	47		Rejected!	
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	151		Rejected!	
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION	204		Rejected!	
GOBP_MYOSIN_FILAMENT_ORGANIZATION	5		Rejected!	
GOBP_GENE_SILENCING_BY_RNA	684		Rejected!	
GOBP_PRIMARY_MIRNA_PROCESSING	16		Rejected!	
GOBP_PRE_MIRNA_PROCESSING	16		Rejected!	
GOBP_CHROMATIN_REMODELING_AT_CENTROMERE	7		Rejected!	
GOBP_REGULATION_OF_HISTONE_MODIFICATION	179		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HISTONE_MODIFICATION	48		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_MODIFICATION	102		Rejected!	
GOBP_REGULATION_OF_HISTONE_METHYLATION	82		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HISTONE_METHYLATION	23		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_METHYLATION	51		Rejected!	
GOBP_REGULATION_OF_HISTONE_DEACETYLATION	44		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HISTONE_DEACETYLATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_DEACETYLATION	23		Rejected!	
GOBP_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	37		Rejected!	
GOBP_POST_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	8		Rejected!	
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_INDEPENDENT_DECAY	7		Rejected!	
GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	248		Rejected!	
GOBP_REGENERATION	192		Rejected!	
GOBP_ANIMAL_ORGAN_REGENERATION	65		Rejected!	
GOBP_NEURON_PROJECTION_REGENERATION	62		Rejected!	
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	126		Rejected!	
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	87		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	40		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	36		Rejected!	
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION	54		Rejected!	
GOBP_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION	31		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION	14		Rejected!	
GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS	10		Rejected!	
GOBP_TRNA_PSEUDOURIDINE_SYNTHESIS	6		Rejected!	
GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION	62		Rejected!	
GOBP_RNA_3_END_PROCESSING	113		Rejected!	
GOBP_MRNA_3_END_PROCESSING	58		Rejected!	
GOBP_RRNA_3_END_PROCESSING	10		Rejected!	
GOBP_DEVELOPMENTAL_INDUCTION	35		Rejected!	
GOBP_REGULATION_OF_AXON_DIAMETER	5		Rejected!	
GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	25		Rejected!	
GOBP_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	49		Rejected!	
GOBP_RRNA_METHYLATION	27		Rejected!	
GOBP_PEPTIDE_MODIFICATION	5		Rejected!	
GOBP_POST_TRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_TRANSLOCATION	8		Rejected!	
GOBP_PSEUDOPODIUM_ORGANIZATION	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PSEUDOPODIUM_ASSEMBLY	13		Rejected!	
GOBP_REGULATION_OF_CYCLASE_ACTIVITY	78		Rejected!	
GOBP_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY	12		Rejected!	
GOBP_RETINAL_GANGLION_CELL_AXON_GUIDANCE	22		Rejected!	
GOBP_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS	13		Rejected!	
GOBP_LYMPHOCYTE_COSTIMULATION	47		Rejected!	
GOBP_REPLICATION_FORK_PROCESSING	48		Rejected!	
GOBP_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	805	21		
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	248		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	434		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	147		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	193		Rejected!	
GOBP_REGULATION_OF_VESICLE_FUSION	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VESICLE_FUSION	9		Rejected!	
GOBP_REGULATION_OF_CELL_KILLING	105		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_KILLING	28		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	66		Rejected!	
GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	683	20		
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	193		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	352		Rejected!	
GOBP_REGULATION_OF_DEFENSE_RESPONSE	683		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	272		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	307		Rejected!	
GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION	31		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION	209		Rejected!	
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1584	38		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	520	16		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1020	25		
GOBP_KERATINIZATION	84		Rejected!	
GOBP_REGULATION_OF_MRNA_3_END_PROCESSING	22		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MRNA_3_END_PROCESSING	10		Rejected!	
GOBP_REGULATION_OF_HETEROCHROMATIN_FORMATION	29		Rejected!	
GOBP_NUCLEAR_MEMBRANE_REASSEMBLY	25		Rejected!	
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	178		Rejected!	
GOBP_PERICENTRIC_HETEROCHROMATIN_FORMATION	5		Rejected!	
GOBP_SUBTELOMERIC_HETEROCHROMATIN_FORMATION	8		Rejected!	
GOBP_RUFFLE_ORGANIZATION	59		Rejected!	
GOBP_ACTIN_CYTOSKELETON_REORGANIZATION	111		Rejected!	
GOBP_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING	129		Rejected!	
GOBP_MITOTIC_INTRA_S_DNA_DAMAGE_CHECKPOINT_SIGNALING	17		Rejected!	
GOBP_MEMBRANE_RAFT_ORGANIZATION	25		Rejected!	
GOBP_HEMIDESMOSOME_ASSEMBLY	6		Rejected!	
GOBP_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY	6		Rejected!	
GOBP_REGULATION_OF_INOSITOL_1_4_5_TRISPHOSPHATE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	5		Rejected!	
GOBP_CELL_SUBSTRATE_ADHESION	369		Rejected!	
GOBP_REGULATION_OF_FEVER_GENERATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FEVER_GENERATION	7		Rejected!	
GOBP_RECEPTOR_INTERNALIZATION	122		Rejected!	
GOBP_ZYMOGEN_ACTIVATION	68		Rejected!	
GOBP_PLASMINOGEN_ACTIVATION	27		Rejected!	
GOBP_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM	46		Rejected!	
GOBP_REGULATION_OF_MYELINATION	48		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MYELINATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYELINATION	18		Rejected!	
GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	145		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	36		Rejected!	
GOBP_REGULATION_OF_PROTEIN_STABILITY	327		Rejected!	
GOBP_PROTEIN_DESTABILIZATION	48		Rejected!	
GOBP_HEAT_GENERATION	17		Rejected!	
GOBP_REGULATION_OF_HEAT_GENERATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEAT_GENERATION	9		Rejected!	
GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	63		Rejected!	
GOBP_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	28		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	10		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	262		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT	42		Rejected!	
GOBP_PROTECTION_FROM_NON_HOMOLOGOUS_END_JOINING_AT_TELOMERE	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_PLASTICITY	9		Rejected!	
GOBP_TOR_SIGNALING	129		Rejected!	
GOBP_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	43		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	27		Rejected!	
GOBP_CORTICOSTEROID_RECEPTOR_SIGNALING_PATHWAY	14		Rejected!	
GOBP_RESPONSE_TO_CORTICOSTEROID	165		Rejected!	
GOBP_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	12		Rejected!	
GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	11		Rejected!	
GOBP_REGULATION_OF_TOR_SIGNALING	107		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING	51		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING	48		Rejected!	
GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION	22		Rejected!	
GOBP_ISG15_PROTEIN_CONJUGATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION	68		Rejected!	
GOBP_RESPONSE_TO_COBALT_ION	10		Rejected!	
GOBP_RESPONSE_TO_MAGNESIUM_ION	20		Rejected!	
GOBP_MITOCHONDRIAL_DNA_METABOLIC_PROCESS	24		Rejected!	
GOBP_CARDIOLIPIN_METABOLIC_PROCESS	17		Rejected!	
GOBP_CARDIOLIPIN_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_CILIARY_BASAL_BODY_ORGANIZATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS	7		Rejected!	
GOBP_BLEB_ASSEMBLY	11		Rejected!	
GOBP_REGULATION_OF_NUCLEASE_ACTIVITY	22		Rejected!	
GOBP_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY	10		Rejected!	
GOBP_REGULATION_OF_ENDODEOXYRIBONUCLEASE_ACTIVITY	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NUCLEASE_ACTIVITY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEASE_ACTIVITY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	95		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_BINDING	97		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING	86		Rejected!	
GOBP_RESPONSE_TO_FOOD	38		Rejected!	
GOBP_REGULATION_OF_RESPONSE_TO_FOOD	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_FOOD	11		Rejected!	
GOBP_REGULATION_OF_APPETITE	21		Rejected!	
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	1017	17		
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	436		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	464		Rejected!	
GOBP_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	28		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	5		Rejected!	
GOBP_SEQUESTERING_OF_ZINC_ION	8		Rejected!	
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	148		Rejected!	
GOBP_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY	31		Rejected!	
GOBP_TRANSPOSITION	33		Rejected!	
GOBP_TRANSPOSITION_RNA_MEDIATED	5		Rejected!	
GOBP_TELOMERE_ORGANIZATION	185		Rejected!	
GOBP_TELOMERE_MAINTENANCE_VIA_SEMI_CONSERVATIVE_REPLICATION	9		Rejected!	
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE	101		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE	35		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE	67		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE	20		Rejected!	
GOBP_RIBOFLAVIN_TRANSPORT	6		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC	5		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_DOPAMINERGIC	8		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	36		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	15		Rejected!	
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	108		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	36		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	62		Rejected!	
GOBP_ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	6		Rejected!	
GOBP_SECRETORY_GRANULE_LOCALIZATION	12		Rejected!	
GOBP_DENSE_CORE_GRANULE_LOCALIZATION	9		Rejected!	
GOBP_METHYLATION	391		Rejected!	
GOBP_PURINE_NUCLEOTIDE_SALVAGE	10		Rejected!	
GOBP_GMP_SALVAGE	5		Rejected!	
GOBP_IMP_SALVAGE	5		Rejected!	
GOBP_REGULATION_OF_CELLULAR_PROTEIN_METABOLIC_PROCESS	13		Rejected!	
GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION	200		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	80		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	92		Rejected!	
GOBP_GONADOTROPIN_SECRETION	17		Rejected!	
GOBP_LUTEINIZING_HORMONE_SECRETION	10		Rejected!	
GOBP_REGULATION_OF_GONADOTROPIN_SECRETION	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GONADOTROPIN_SECRETION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GONADOTROPIN_SECRETION	7		Rejected!	
GOBP_CENTRAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	5		Rejected!	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	9		Rejected!	
GOBP_MYELIN_ASSEMBLY	22		Rejected!	
GOBP_CENTRAL_NERVOUS_SYSTEM_MYELIN_FORMATION	6		Rejected!	
GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM	24		Rejected!	
GOBP_REGULATION_OF_ICOSANOID_SECRETION	22		Rejected!	
GOBP_REGULATION_OF_PROSTAGLANDIN_SECRETION	14		Rejected!	
GOBP_ALANINE_TRANSPORT	17		Rejected!	
GOBP_SERINE_TRANSPORT	11		Rejected!	
GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	53		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	24		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	20		Rejected!	
GOBP_REGULATION_OF_ALDOSTERONE_METABOLIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_HORMONE_METABOLIC_PROCESS	39		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE	18		Rejected!	
GOBP_RESPONSE_TO_ESTRADIOL	121		Rejected!	
GOBP_OXYGEN_HOMEOSTASIS	7		Rejected!	
GOBP_INTRACELLULAR_LIPID_TRANSPORT	47		Rejected!	
GOBP_INTRACELLULAR_STEROL_TRANSPORT	32		Rejected!	
GOBP_REGULATION_OF_LIPID_TRANSPORT	155		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT	47		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	88		Rejected!	
GOBP_REGULATION_OF_STEROL_TRANSPORT	81		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_STEROL_TRANSPORT	30		Rejected!	
GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	39		Rejected!	
GOBP_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT	5		Rejected!	
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT	335		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	62		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	198		Rejected!	
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY	326		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	116		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	126		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	90		Rejected!	
GOBP_REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	142		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	37		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	95		Rejected!	
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	897	25		
GOBP_ENDOCYTIC_RECYCLING	86		Rejected!	
